Production Enquiry as of 31/10/2025,,,,,,,,,
Assembly Number,Assembly Date,Assemble By,Product Code,Product Description,Product Group,Warehouse,Quantity,Total Cost,Assembly Status
ASM-00027517,03/03/2025,11/02/2025,PRE_SETMV,5mm E61 Hybrid Precision Set,PESADO,Main Warehouse,1,54.02,Completed
ASM-00027516,11/02/2025,11/02/2025,PSDTMOD1-Black,Pesado Tamper Multi Handle Module 1 - Black,PESADO,Main Warehouse,-1,-4.09,Completed
ASM-00027516,11/02/2025,11/02/2025,PSDTBase,Pesado Tamper Base Only 58mm,PESADO,Main Warehouse,-1,-11.16,Completed
ASM-00027516,11/02/2025,11/02/2025,PSDTMOD2-Riga,Pesado Tamper Multi Handle Module 2 - Riga,PESADO,Main Warehouse,-1,-13.98,Completed
ASM-00027516,11/02/2025,11/02/2025,PSDTMBKRiga,Pesado Tamper - Black/Riga,PESADO,Main Warehouse,1,29.23,Completed
ASM-00027513,03/03/2025,11/02/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-4.85,Completed
ASM-00027513,03/03/2025,11/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027513,03/03/2025,11/02/2025,PFMOD2-Bronze,Pesado Portafilter Multi  Handle Module 2 - Bronze,PESADO,Main Warehouse,-1,-11.96,Completed
ASM-00027513,03/03/2025,11/02/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.43,Completed
ASM-00027513,03/03/2025,11/02/2025,PFH00LM-HY,Pesado HYBRID Naked Portafilter Head Only LM 6mm,PESADO,Main Warehouse,-1,-18.50,Completed
ASM-00027513,03/03/2025,11/02/2025,PF02LM-BBZ-HY,Pesado HYBRID Double Spouted Portafilter LM 6mm - Black/Bronze,PESADO,Main Warehouse,1,39.22,Completed
ASM-00027512,03/03/2025,11/02/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-2,-9.70,Completed
ASM-00027512,03/03/2025,11/02/2025,PFH00LM-HY,Pesado HYBRID Naked Portafilter Head Only LM 6mm,PESADO,Main Warehouse,-2,-37.01,Completed
ASM-00027512,03/03/2025,11/02/2025,PFH02LM-HY,Pesado HYBRID Double Spouted Portafilter Head Only LM 6mm,PESADO,Main Warehouse,2,46.71,Completed
ASM-00027510,10/02/2025,10/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027510,10/02/2025,10/02/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.43,Completed
ASM-00027510,10/02/2025,10/02/2025,PFH00BR58-HY,Pesado HYBRID Naked Portafilter Head Only Breville 58mm,PESADO,Main Warehouse,-1,-18.99,Completed
ASM-00027510,10/02/2025,10/02/2025,PFMOD2-Riga,Pesado Portafilter Multi Handle Module 2 - Riga,PESADO,Main Warehouse,-1,-8.79,Completed
ASM-00027510,10/02/2025,10/02/2025,PF00BR58BK-Riga-HY,Pesado HYBRID Naked Portafilter Breville 58mm - Black/Riga,PESADO,Main Warehouse,1,31.69,Completed
ASM-00027509,10/02/2025,10/02/2025,PSDTMOD1-Black,Pesado Tamper Multi Handle Module 1 - Black,PESADO,Main Warehouse,-4,-16.35,Completed
ASM-00027509,10/02/2025,10/02/2025,PSDTBase,Pesado Tamper Base Only 58mm,PESADO,Main Warehouse,-4,-44.63,Completed
ASM-00027509,10/02/2025,10/02/2025,PSDTMOD2-Riga,Pesado Tamper Multi Handle Module 2 - Riga,PESADO,Main Warehouse,-4,-55.93,Completed
ASM-00027509,10/02/2025,10/02/2025,PSDTMBKRiga,Pesado Tamper - Black/Riga,PESADO,Main Warehouse,4,116.91,Completed
ASM-00027491,03/03/2025,10/02/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-4.85,Completed
ASM-00027491,03/03/2025,10/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027491,03/03/2025,10/02/2025,PFMOD2-Black,Pesado Portafilter Multi  Handle Module 2 - Black,PESADO,Main Warehouse,-1,-12.69,Completed
ASM-00027491,03/03/2025,10/02/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.43,Completed
ASM-00027491,03/03/2025,10/02/2025,PFH00LM-HY,Pesado HYBRID Naked Portafilter Head Only LM 6mm,PESADO,Main Warehouse,-1,-18.50,Completed
ASM-00027491,03/03/2025,10/02/2025,PF02LM-BBK-HY,Pesado HYBRID Double Spouted Portafilter LM 6mm - Black/Black,PESADO,Main Warehouse,1,39.95,Completed
ASM-00027490,03/03/2025,10/02/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-3.57,Completed
ASM-00027490,03/03/2025,10/02/2025,PSDleva-dusk,Pesado Leva knob - Dusk,PESADO,Main Warehouse,-1,-7.61,Completed
ASM-00027490,03/03/2025,10/02/2025,PSDcrusher-Dusk,Pesado Clump Crusher - Dusk,PESADO,Main Warehouse,1,11.18,Completed
ASM-00027486,03/03/2025,09/02/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-4.85,Completed
ASM-00027486,03/03/2025,09/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027486,03/03/2025,09/02/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-8.23,Completed
ASM-00027486,03/03/2025,09/02/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.43,Completed
ASM-00027486,03/03/2025,09/02/2025,PFH00BR58-HY,Pesado HYBRID Naked Portafilter Head Only Breville 58mm,PESADO,Main Warehouse,-1,-18.99,Completed
ASM-00027486,03/03/2025,09/02/2025,PF02BR58-BSL-HY,Pesado HYBRID Double Spouted Portafilter Breville 58mm - Black/Silver,PESADO,Main Warehouse,1,35.98,Completed
ASM-00027482,03/03/2025,09/02/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-4.85,Completed
ASM-00027482,03/03/2025,09/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027482,03/03/2025,09/02/2025,PFMOD2-Black,Pesado Portafilter Multi  Handle Module 2 - Black,PESADO,Main Warehouse,-1,-12.69,Completed
ASM-00027482,03/03/2025,09/02/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.43,Completed
ASM-00027482,03/03/2025,09/02/2025,PFH00MV-HY,Pesado HYBRID Naked Portafilter Head Only - 5mm E61,PESADO,Main Warehouse,-1,-21.99,Completed
ASM-00027482,03/03/2025,09/02/2025,PF02MV-BBK-HY,Pesado HYBRID Double Spouted Portafilter 5mm E61 - Black/Black,PESADO,Main Warehouse,1,43.44,Completed
ASM-00027471,07/02/2025,07/02/2025,PFMOD2-Bronze,Pesado Portafilter Multi  Handle Module 2 - Bronze,PESADO,Main Warehouse,-1,-11.96,Completed
ASM-00027471,07/02/2025,07/02/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.43,Completed
ASM-00027471,07/02/2025,07/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027471,07/02/2025,07/02/2025,PFH00LM,Pesado Naked Portafilter Head Only LM 6mm,PESADO,Main Warehouse,-1,-15.94,Completed
ASM-00027471,07/02/2025,07/02/2025,PF00LM-BBZ,Pesado Naked Portafilter LM 6mm - Black/Bronze,PESADO,Main Warehouse,1,31.81,Completed
ASM-00027470,07/02/2025,07/02/2025,PFMOD2-Black,Pesado Portafilter Multi  Handle Module 2 - Black,PESADO,Main Warehouse,-1,-12.69,Completed
ASM-00027470,07/02/2025,07/02/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.43,Completed
ASM-00027470,07/02/2025,07/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027470,07/02/2025,07/02/2025,PFH00LM,Pesado Naked Portafilter Head Only LM 6mm,PESADO,Main Warehouse,-1,-15.94,Completed
ASM-00027470,07/02/2025,07/02/2025,PF00LM-BBK,Pesado Naked Portafilter LM 6mm - Black/Black,PESADO,Main Warehouse,1,32.54,Completed
ASM-00027469,07/02/2025,07/02/2025,PSDHFullPOM,Pesado Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-1,-5.35,Completed
ASM-00027469,07/02/2025,07/02/2025,PSD02Spout,Pesado Spout - Double,PESADO,Main Warehouse,-1,-3.90,Completed
ASM-00027469,07/02/2025,07/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027469,07/02/2025,07/02/2025,PFHBR58,Pesado Double Spouted Portafilter Head Only Breville 58mm,PESADO,Main Warehouse,-1,-20.41,Completed
ASM-00027469,07/02/2025,07/02/2025,PF02BR58-FullPOM,Pesado Double Spouted Portafilter Breville 58mm - Full POM,PESADO,Main Warehouse,1,30.14,Completed
ASM-00027468,07/02/2025,07/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-3,-1.43,Completed
ASM-00027468,07/02/2025,07/02/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-3,-24.69,Completed
ASM-00027468,07/02/2025,07/02/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-3,-10.29,Completed
ASM-00027468,07/02/2025,07/02/2025,PFH00LM-HY,Pesado HYBRID Naked Portafilter Head Only LM 6mm,PESADO,Main Warehouse,-3,-55.51,Completed
ASM-00027468,07/02/2025,07/02/2025,PF00LM-BSL-HY,Pesado HYBRID Naked Portafilter LM 6mm - Black/Silver,PESADO,Main Warehouse,3,91.92,Completed
ASM-00027467,03/03/2025,07/02/2025,PSD-PuckHolder,Pesado Double Puck Screen Holder,PESADO,Main Warehouse,-1,-6.58,Completed
ASM-00027467,03/03/2025,07/02/2025,PSD-puck,Pesado Puck Diffuser Screen 58mm,PESADO,Main Warehouse,-1,-4.05,Completed
ASM-00027467,03/03/2025,07/02/2025,PSD-PuckHolderBundle-58,Pesado Puck Screen Holder And 58mm Puck Screen Bundle,PESADO,Main Warehouse,1,10.63,Completed
ASM-00027466,07/02/2025,07/02/2025,PSDHFullPOM,Pesado Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-2,-10.70,Completed
ASM-00027466,07/02/2025,07/02/2025,PSD02Spout,Pesado Spout - Double,PESADO,Main Warehouse,-2,-7.81,Completed
ASM-00027466,07/02/2025,07/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-2,-0.95,Completed
ASM-00027466,07/02/2025,07/02/2025,PFHLM,Pesado Double Spouted Portafilter  Head Only LM 6mm,PESADO,Main Warehouse,-2,-40.56,Completed
ASM-00027466,07/02/2025,07/02/2025,PF02LM-FullPOM,Pesado Double Spouted Portafilter LM 6mm - Full POM,PESADO,Main Warehouse,2,60.02,Completed
ASM-00027465,03/03/2025,07/02/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-4.85,Completed
ASM-00027465,03/03/2025,07/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027465,03/03/2025,07/02/2025,PFMOD2-Black,Pesado Portafilter Multi  Handle Module 2 - Black,PESADO,Main Warehouse,-1,-12.69,Completed
ASM-00027465,03/03/2025,07/02/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.43,Completed
ASM-00027465,03/03/2025,07/02/2025,PFH00LM-HY,Pesado HYBRID Naked Portafilter Head Only LM 6mm,PESADO,Main Warehouse,-1,-18.50,Completed
ASM-00027465,03/03/2025,07/02/2025,PF02LM-BBK-HY,Pesado HYBRID Double Spouted Portafilter LM 6mm - Black/Black,PESADO,Main Warehouse,1,39.95,Completed
ASM-00027464,03/03/2025,07/02/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-4.85,Completed
ASM-00027464,03/03/2025,07/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027464,03/03/2025,07/02/2025,PFMOD2-Black,Pesado Portafilter Multi  Handle Module 2 - Black,PESADO,Main Warehouse,-1,-12.69,Completed
ASM-00027464,03/03/2025,07/02/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.43,Completed
ASM-00027464,03/03/2025,07/02/2025,PFH00MV-HY,Pesado HYBRID Naked Portafilter Head Only - 5mm E61,PESADO,Main Warehouse,-1,-21.99,Completed
ASM-00027464,03/03/2025,07/02/2025,PF02MV-BBK-HY,Pesado HYBRID Double Spouted Portafilter 5mm E61 - Black/Black,PESADO,Main Warehouse,1,43.44,Completed
ASM-00027462,07/02/2025,06/02/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-3.57,Completed
ASM-00027462,07/02/2025,06/02/2025,PSDleva-Raya,Pesado Leva knob - Raya,PESADO,Main Warehouse,-1,-9.02,Completed
ASM-00027462,07/02/2025,06/02/2025,PSDcrusherRAYA,Pesado Clump Crusher - Raya,PESADO,Main Warehouse,1,12.59,Completed
ASM-00027461,07/02/2025,06/02/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-3.57,Completed
ASM-00027461,07/02/2025,06/02/2025,PSDleva-Riga,Pesado Leva knob - Riga,PESADO,Main Warehouse,-1,-7.41,Completed
ASM-00027461,07/02/2025,06/02/2025,PSDcrusherRIGA,Pesado Clump Crusher - Riga,PESADO,Main Warehouse,1,10.98,Completed
ASM-00027460,07/02/2025,06/02/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-20,-96.96,Completed
ASM-00027460,07/02/2025,06/02/2025,PSDHFullPOM,Pesado Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-20,-107.01,Completed
ASM-00027460,07/02/2025,06/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-20,-9.54,Completed
ASM-00027460,07/02/2025,06/02/2025,PFH00LM-HY,Pesado HYBRID Naked Portafilter Head Only LM 6mm,PESADO,Main Warehouse,-20,-370.08,Completed
ASM-00027460,07/02/2025,06/02/2025,PF02LM-FullPOM-HY,Pesado HYBRID Double Spouted Portafilter LM 6mm - Full POM,PESADO,Main Warehouse,20,583.59,Completed
ASM-00027459,03/03/2025,06/02/2025,PSD02Spout,Pesado Spout - Double,PESADO,Main Warehouse,-2,-7.81,Completed
ASM-00027459,03/03/2025,06/02/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-2,-16.46,Completed
ASM-00027459,03/03/2025,06/02/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-2,-6.86,Completed
ASM-00027459,03/03/2025,06/02/2025,PFHLM,Pesado Double Spouted Portafilter  Head Only LM 6mm,PESADO,Main Warehouse,-2,-40.56,Completed
ASM-00027459,03/03/2025,06/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-2,-0.95,Completed
ASM-00027459,03/03/2025,06/02/2025,PF02LM-BSL,Pesado Double Spouted Portafilter LM 6mm - Black/Silver,PESADO,Main Warehouse,2,72.64,Completed
ASM-00027458,03/03/2025,06/02/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-3.57,Completed
ASM-00027458,03/03/2025,06/02/2025,PSDleva-black,Pesado Leva knob - Black,PESADO,Main Warehouse,-1,-7.91,Completed
ASM-00027458,03/03/2025,06/02/2025,PSDcrusher-Black,Pesado Clump Crusher - Black,PESADO,Main Warehouse,1,11.48,Completed
ASM-00027454,06/02/2025,05/02/2025,AB-MAT-CH,Artisan Barista Scale Silicone Mat - Charcoal,The Artisan Barista,Main Warehouse,-2,0.00,Completed
ASM-00027454,06/02/2025,05/02/2025,AB3070S-BK,Artisan Barista - Barista Precision Scale - Black,The Artisan Barista,Main Warehouse,-2,-68.21,Completed
ASM-00027454,06/02/2025,05/02/2025,AB3070S-CH,Artisan Barista - Barista Precision Scale - Arcade Charcoal,The Artisan Barista,Main Warehouse,2,68.21,Completed
ASM-00027453,06/02/2025,05/02/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-3.57,Completed
ASM-00027453,06/02/2025,05/02/2025,PSDleva-Riga,Pesado Leva knob - Riga,PESADO,Main Warehouse,-1,-7.41,Completed
ASM-00027453,06/02/2025,05/02/2025,PSDcrusherRIGA,Pesado Clump Crusher - Riga,PESADO,Main Warehouse,1,10.98,Completed
ASM-00027452,06/02/2025,05/02/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-3.57,Completed
ASM-00027452,06/02/2025,05/02/2025,PSDleva-dusk,Pesado Leva knob - Dusk,PESADO,Main Warehouse,-1,-7.61,Completed
ASM-00027452,06/02/2025,05/02/2025,PSDcrusher-Dusk,Pesado Clump Crusher - Dusk,PESADO,Main Warehouse,1,11.18,Completed
ASM-00027451,06/02/2025,05/02/2025,PSDTHRaya,Pesado Tamper Handle Only - Raya,PESADO,Main Warehouse,-3,-120.59,Completed
ASM-00027451,06/02/2025,05/02/2025,PSDTBase,Pesado Tamper Base Only 58mm,PESADO,Main Warehouse,-3,-33.47,Completed
ASM-00027451,06/02/2025,05/02/2025,PSDTWRaya,Pesado Tamper - Raya,PESADO,Main Warehouse,3,154.06,Completed
ASM-00027450,06/02/2025,05/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-5,-2.38,Completed
ASM-00027450,06/02/2025,05/02/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-5,-17.15,Completed
ASM-00027450,06/02/2025,05/02/2025,PFH00NS-HY,Pesado HYBRID Naked Portafilter Head Only NS,PESADO,Main Warehouse,-5,-105.17,Completed
ASM-00027450,06/02/2025,05/02/2025,PFMOD2-Riga,Pesado Portafilter Multi Handle Module 2 - Riga,PESADO,Main Warehouse,-5,-43.96,Completed
ASM-00027450,06/02/2025,05/02/2025,PF00NSBK-RIGA-HY,Pesado HYBRID Naked Portafilter NS - Black/Riga,PESADO,Main Warehouse,5,168.66,Completed
ASM-00027449,06/02/2025,05/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-5,-2.38,Completed
ASM-00027449,06/02/2025,05/02/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-5,-17.15,Completed
ASM-00027449,06/02/2025,05/02/2025,PFH00LM-HY,Pesado HYBRID Naked Portafilter Head Only LM 6mm,PESADO,Main Warehouse,-5,-92.52,Completed
ASM-00027449,06/02/2025,05/02/2025,PFMOD2-Riga,Pesado Portafilter Multi Handle Module 2 - Riga,PESADO,Main Warehouse,-5,-43.96,Completed
ASM-00027449,06/02/2025,05/02/2025,PF00LMBK-Riga-HY,Pesado HYBRID Naked Portafilter LM 6mm - Black/Riga,PESADO,Main Warehouse,5,156.01,Completed
ASM-00027448,06/02/2025,05/02/2025,PSDHFullPOM,Pesado Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-6,-32.10,Completed
ASM-00027448,06/02/2025,05/02/2025,PSD02Spout,Pesado Spout - Double,PESADO,Main Warehouse,-6,-23.43,Completed
ASM-00027448,06/02/2025,05/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-6,-2.86,Completed
ASM-00027448,06/02/2025,05/02/2025,PFHBR58,Pesado Double Spouted Portafilter Head Only Breville 58mm,PESADO,Main Warehouse,-6,-122.45,Completed
ASM-00027448,06/02/2025,05/02/2025,PF02BR58-FullPOM,Pesado Double Spouted Portafilter Breville 58mm - Full POM,PESADO,Main Warehouse,6,180.84,Completed
ASM-00027447,06/02/2025,05/02/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-6,-21.41,Completed
ASM-00027447,06/02/2025,05/02/2025,PSDleva-dusk,Pesado Leva knob - Dusk,PESADO,Main Warehouse,-6,-45.67,Completed
ASM-00027447,06/02/2025,05/02/2025,PSDcrusher-Dusk,Pesado Clump Crusher - Dusk,PESADO,Main Warehouse,6,67.08,Completed
ASM-00027440,05/02/2025,14/02/2025,PSDTMOD2-Black,Pesado Tamper Multi Handle Module 2 - Black,PESADO,Main Warehouse,-2,-20.48,Completed
ASM-00027440,05/02/2025,14/02/2025,PSDTMOD1-Black,Pesado Tamper Multi Handle Module 1 - Black,PESADO,Main Warehouse,-2,-8.17,Completed
ASM-00027440,05/02/2025,14/02/2025,PSDTBR54base,Pesado Tamper Base Only 54mm,PESADO,Main Warehouse,-2,-22.10,Completed
ASM-00027440,05/02/2025,14/02/2025,PSDT-53.5-BBK,Pesado 53.5mm Tamper - Black/Black,PESADO,Main Warehouse,2,50.75,Completed
ASM-00027439,05/02/2025,05/02/2025,PSDHFullPOM,Pesado Portafilter Handle Only - Full POM,PESADO,Main Warehouse,-27,-144.46,Completed
ASM-00027439,05/02/2025,05/02/2025,PFHLM,Pesado Double Spouted Portafilter  Head Only LM 6mm,PESADO,Main Warehouse,-27,-547.62,Completed
ASM-00027439,05/02/2025,05/02/2025,PF02MV-FullPOM,Pesado Double Spouted Portafilter E61 5mm - Full POM,PESADO,Main Warehouse,27,692.08,Completed
ASM-00027436,03/03/2025,05/02/2025,V2-PSD-distributor,Pesado Impact-Gravity Distributor 58.5mm,PESADO,Main Warehouse,-1,-46.20,Completed
ASM-00027436,03/03/2025,05/02/2025,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-1,-3.57,Completed
ASM-00027436,03/03/2025,05/02/2025,PSDleva-silver,Pesado Leva knob - Silver,PESADO,Main Warehouse,-1,-6.28,Completed
ASM-00027436,03/03/2025,05/02/2025,PSDcrusher-Stand,Pesado Clump Crusher Stand (WDT tool),PESADO,Main Warehouse,-1,-7.57,Completed
ASM-00027436,03/03/2025,05/02/2025,DISTR_B,Distribution Bundle,PESADO,Main Warehouse,1,63.62,Completed
ASM-00027435,03/03/2025,04/02/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-4.85,Completed
ASM-00027435,03/03/2025,04/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027435,03/03/2025,04/02/2025,PFMOD2-Dusk,Pesado Portafilter Multi Handle Module 2 - Dusk,PESADO,Main Warehouse,-1,-8.57,Completed
ASM-00027435,03/03/2025,04/02/2025,PFMOD1-Black,Pesado Portafilter Multi  Handle Module 1 - Black,PESADO,Main Warehouse,-1,-3.43,Completed
ASM-00027435,03/03/2025,04/02/2025,PFH00MV-HY,Pesado HYBRID Naked Portafilter Head Only - 5mm E61,PESADO,Main Warehouse,-1,-21.99,Completed
ASM-00027435,03/03/2025,04/02/2025,PF02MV-BDK-HY,Pesado HYBRID Double Spouted Portafilter 5mm E61 - Black/Dusk,PESADO,Main Warehouse,1,39.32,Completed
ASM-00027434,04/02/2025,17/12/2024,V2-PSDleva-black,Pesado Leva knob - Black V2,PESADO,Main Warehouse,-6,-36.26,Completed
ASM-00027434,04/02/2025,17/12/2024,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-6,-21.41,Completed
ASM-00027434,04/02/2025,17/12/2024,V2-PSDcrusher-Black,Pesado Clump Crusher - Black V2,PESADO,Main Warehouse,6,57.67,Completed
ASM-00027433,04/02/2025,10/12/2024,V2-PSDleva-black,Pesado Leva knob - Black V2,PESADO,Main Warehouse,-10,-60.43,Completed
ASM-00027433,04/02/2025,10/12/2024,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-10,-35.68,Completed
ASM-00027433,04/02/2025,10/12/2024,V2-PSDcrusher-Black,Pesado Clump Crusher - Black V2,PESADO,Main Warehouse,10,96.11,Completed
ASM-00027432,04/02/2025,16/12/2024,V2-PSDleva-black,Pesado Leva knob - Black V2,PESADO,Main Warehouse,-6,-36.26,Completed
ASM-00027432,04/02/2025,16/12/2024,PSD-PinUP,Pesado WDT tool Pin upgrade,PESADO,Main Warehouse,-6,-21.41,Completed
ASM-00027432,04/02/2025,16/12/2024,V2-PSDcrusher-Black,Pesado Clump Crusher - Black V2,PESADO,Main Warehouse,6,57.67,Completed
ASM-00027431,04/02/2025,04/02/2025,PSDTHRaya,Pesado Tamper Handle Only - Raya,PESADO,Main Warehouse,-2,-80.39,Completed
ASM-00027431,04/02/2025,04/02/2025,PSDTBase,Pesado Tamper Base Only 58mm,PESADO,Main Warehouse,-2,-22.31,Completed
ASM-00027431,04/02/2025,04/02/2025,PSDTWRaya,Pesado Tamper - Raya,PESADO,Main Warehouse,2,102.70,Completed
ASM-00027429,04/02/2025,04/02/2025,PSD02Spout,Pesado Spout - Double,PESADO,Main Warehouse,-1,-3.90,Completed
ASM-00027429,04/02/2025,04/02/2025,PFMOD2-Silver,Pesado Portafilter Multi  Handle Module 2 - Silver,PESADO,Main Warehouse,-1,-8.23,Completed
ASM-00027429,04/02/2025,04/02/2025,PFMOD1-White,Pesado Portafilter Multi  Handle Module 1 - White,PESADO,Main Warehouse,-1,-3.54,Completed
ASM-00027429,04/02/2025,04/02/2025,PFHLM,Pesado Double Spouted Portafilter  Head Only LM 6mm,PESADO,Main Warehouse,-1,-20.28,Completed
ASM-00027429,04/02/2025,04/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
ASM-00027429,04/02/2025,04/02/2025,PF02LM-WSL,Pesado Double Spouted Portafilter LM 6mm - White/Silver,PESADO,Main Warehouse,1,36.43,Completed
ASM-00027423,03/03/2025,03/02/2025,PSDHY,Pesado HYBRID Double Spouted Attachment - (LM 6mm - NS - BR 58),PESADO,Main Warehouse,-1,-4.85,Completed
ASM-00027423,03/03/2025,03/02/2025,PortafilterSpring,Filter Blocking Spring 1.20mm,Coffee Machine Parts & Accesories,Main Warehouse,-1,-0.48,Completed
